ID,DR,Gaia,RAhRAmRAs,DEdDEmDEs,Gmag,GBPmag,GRPmag,N,RMS,Mm,n_
V6,DR2,6045478696063803648,162325.76,-262616.7,13.25,13.68,12.63,3773,120.82,1.000,
V7,DR2,6045478391137284224,162325.92,-262742.3,13.28,13.80,12.61,3762,285.46,1.000,
V8,DR2,6045477910100852736,162326.12,-262942.0,13.23,13.64,12.49,3773,255.69,1.000,
V9,DR2,6045477910100361600,162326.76,-262948.4,13.10,13.59,12.44,3773,256.94,1.000,
V10,DR2,6045478322417726848,162329.17,-262854.7,13.19,13.64,12.53,3087,155.06,1.000,
V13,DR2,6045478425497018240,162330.88,-262704.4,10.04,11.15,9.05,3600,0.97,1.000,
V15,DR2,6045502305516138368,162331.93,-262418.5,13.38,13.92,12.68,2855,151.47,1.000,
V19,DR2,6045478562936001920,162335.02,-262536.8,13.21,13.67,12.57,2987,163.62,1.000,
V27,DR2,6045466674465916416,162343.14,-262716.7,12.96,13.43,12.31,3773,219.03,0.999,
V29,DR2,6045502679159938560,162358.22,-262135.4,13.05,13.52,12.42,3666,202.49,1.000,
V61,DR2,6045466193429560704,162329.72,-262950.7,13.08,13.41,12.55,3773,46.05,1.000,
V66,DR2,6045477944460616704,162325.53,-262912.1,16.59,17.06,15.86,3773,79.09,1.000,
SC3,DR2,6045478459856719104,162335.57,-262708.3,16.32,17.06,15.42,3612,2.32,0.000,
SC4,DR2,6045502099357410688,162344.77,-262429.4,14.88,15.44,14.15,3724,13.19,0.000,
SC5,DR2,6045478562928331520,162334.58,-262541.6,18.73,18.90,17.86,1875,948.89,0.000,
W1,DR2,6045480761959390976,162253.33,-262607.8,18.31,18.85,17.45,3625,7.13,1.000,
W2,DR2,6045480654568827264,162253.45,-262705.5,17.56,18.11,16.77,3637,3.65,1.000,
W3,DR2,6045480761959397888,162253.69,-262534.5,17.27,17.80,16.51,3623,2.92,1.000,
W4,DR2,6045480757648152064,162253.77,-262553.8,18.95,19.47,18.00,3621,12.95,1.000,
W5,DR2,6045480693232431360,162253.98,-262650.8,18.47,19.01,17.56,3629,7.83,1.000,
W6,DR2,6045480658880155392,162254.01,-262726.5,17.83,18.38,17.03,3611,4.48,1.000,
W7,DR2,6045480761951939712,162254.07,-262546.0,18.01,18.53,17.14,3615,5.74,1.000,
W8,DR2,6045477493472700416,162254.10,-262926.0,18.01,18.60,17.16,3610,9.03,1.000,
W9,DR2,6045477532143925248,162254.18,-262919.5,16.37,16.93,15.61,3622,2.02,1.000,
W10,DR2,6045477596551963392,162254.21,-262837.2,17.99,18.55,17.14,3597,4.93,1.000,
W11,DR2,6045477527839378176,162254.29,-262856.5,18.42,18.93,17.52,3616,8.13,1.000,
W12,DR2,6045477497784179200,162254.32,-262935.9,18.27,18.83,17.39,3603,7.16,1.000,
W13,DR2,6045480658880161024,162254.37,-262701.4,17.36,17.91,16.59,3605,2.93,1.000,
W14,DR2,6045477703942649984,162254.61,-262738.9,16.93,17.48,16.18,3627,2.03,1.000,
W15,DR2,6045477527832452096,162254.72,-262905.9,17.19,17.86,16.33,3599,2.69,0.000,
W16,DR2,6045480757648151936,162254.82,-262552.9,18.38,18.86,17.31,3615,7.37,1.000,
W17,DR2,6045480693239907712,162254.85,-262625.2,17.34,17.89,16.57,3623,3.09,1.000,
W18,DR2,6045477527832424576,162254.89,-262926.1,19.10,19.61,18.10,3610,14.59,1.000,
W19,DR2,6045477600863417856,162255.09,-262830.2,17.51,18.05,16.72,3609,3.52,1.000,
W20,DR2,6045477699631303552,162255.17,-262719.9,18.30,18.93,17.43,3631,6.28,0.000,
W21,DR2,6045477497776605440,162255.25,-262943.0,16.74,17.21,15.89,3609,2.03,1.000,
W22,DR2,6045480688928554880,162255.29,-262710.8,19.11,19.65,18.17,3630,13.23,1.000,
W23,DR2,6045477527838088576,162255.31,-262840.1,17.91,18.45,17.06,3628,5.32,1.000,
W24,DR2,6045477527842292864,162255.32,-262843.2,17.21,17.74,16.42,3617,2.77,1.000,
W25,DR2,6045477527832499840,162255.42,-262831.6,18.52,19.01,17.53,3619,8.21,1.000,
W26,DR2,6045477703935136000,162255.42,-262757.9,18.22,18.59,17.01,3618,6.94,0.000,
W27,DR2,6045477703935133696,162255.46,-262800.4,17.81,18.40,16.89,3623,4.73,0.000,
W28,DR2,6045477287314206080,162255.53,-263011.5,18.83,19.32,17.94,3597,11.29,0.000,
W29,DR2,6045477703942649472,162255.57,-262730.5,17.83,18.39,17.03,3626,4.62,1.000,
W30,DR2,6045482239428139520,162255.66,-262550.3,17.79,18.44,16.92,3609,4.52,0.012,
W31,DR2,6045482235116911488,162255.71,-262544.0,18.42,19.07,17.47,3606,7.71,0.000,
W32,DR2,6045477527832420224,162255.74,-262929.2,18.61,19.22,17.63,3610,8.96,0.646,
W33,DR2,6045477703942636928,162255.79,-262812.0,17.32,17.88,16.54,3638,3.03,1.000,
W34,DR2,6045477527832450048,162255.85,-262910.4,18.69,19.23,17.75,3558,46.49,1.000,
W35,DR2,6045480688928590464,162255.91,-262648.1,17.92,18.47,17.12,3619,5.11,1.000,
W36,DR2,6045482239428144128,162255.99,-262534.9,17.15,17.70,16.38,3620,3.08,1.000,
W37,DR2,6045477630911717376,162255.00,-262831.4,19.00,19.53,18.02,3629,12.94,1.000,
W38,DR2,6045480688935318528,162256.04,-262659.2,18.80,19.35,17.89,3629,10.22,1.000,
W39,DR2,6045482166397417088,162256.18,-262555.4,18.37,19.02,17.44,3623,7.36,0.002,
W40,DR2,6045477291625720192,162256.34,-263023.7,18.06,18.60,17.19,3626,6.29,1.000,
W41,DR2,6045477738302393344,162256.35,-262707.3,17.93,18.47,17.11,3636,4.65,1.000,
W42,DR2,6045477635223151360,162256.41,-262829.7,17.19,17.74,16.41,3618,3.68,1.000,
W43,DR2,6045482239428140928,162256.42,-262538.6,17.62,18.11,16.80,3628,4.14,1.000,
W44,DR2,6045477532143919360,162256.57,-262911.0,14.87,15.61,14.01,3638,0.69,1.000,
W45,DR2,6045482239428139904,162256.58,-262540.0,17.46,18.05,16.41,3637,3.42,0.000,
W46,DR2,6045477738302390656,162256.59,-262716.1,16.88,17.41,16.12,3631,1.92,1.000,
W47,DR2,6045477532143920768,162256.75,-262906.5,18.86,19.35,17.87,3562,28.47,1.000,
W48,DR2,6045477532136379136,162256.82,-262855.9,18.52,19.14,17.60,3611,17.16,0.000,
W49,DR2,6045477291618115328,162256.83,-263022.7,18.49,18.95,17.46,3627,8.73,1.000,
W50,DR2,6045480693239904640,162256.92,-262620.4,16.16,16.88,15.30,3629,1.92,0.000,
W51,DR2,6045477738302386432,162256.97,-262723.0,16.97,17.50,16.22,3634,2.12,1.000,
W52,DR2,6045477635223143168,162257.01,-262847.4,16.80,17.34,16.03,3596,7.17,1.000,
W53,DR2,6045482235116946560,162257.01,-262523.4,18.95,19.35,18.01,3515,55.04,0.065,
W54,DR2,6045477738302382208,162257.15,-262736.2,16.82,17.35,16.08,3637,1.80,1.000,
W55,DR2,6045477532136361856,162257.19,-262909.1,18.22,18.57,17.49,3584,21.08,0.000,
W56,DR2,6045482170708653440,162257.20,-262621.5,17.82,18.32,17.01,3619,7.40,1.000,
W57,DR2,6045477325985475328,162257.23,-262934.0,17.95,18.51,17.10,3626,5.08,1.000,
W58,DR2,6045477635215605888,162257.25,-262844.3,18.78,19.07,17.64,2717,108.83,1.000,
W59,DR2,6045480688928613632,162257.26,-262631.0,18.84,19.43,17.93,3625,10.99,1.000,
W60,DR2,6045477532143916800,162257.37,-262909.1,17.58,18.28,16.67,3571,7.01,0.000,
W61,DR2,6045482170708660608,162257.42,-262545.4,14.88,15.57,14.06,3641,0.61,1.000,
W62,DR2,6045477635223141504,162257.42,-262847.2,17.82,18.30,16.96,2747,53.99,1.000,
W63,DR2,6045482239428143872,162257.43,-262521.9,16.50,17.04,15.64,3619,1.65,0.000,
W64,DR2,6045482166397396608,162257.47,-262608.6,18.50,19.00,17.64,3621,11.07,1.000,
W65,DR2,6045477635223142912,162257.49,-262843.6,18.34,18.73,17.26,3041,53.63,1.000,
W66,DR2,6045477733991035136,162257.50,-262720.2,19.03,19.34,18.24,3624,14.94,0.000,
W67,DR2,6045482170708653312,162257.55,-262618.7,15.79,16.57,14.90,3666,1.21,0.000,
W68,DR2,6045482170701199872,162257.56,-262540.0,18.69,19.17,17.70,2624,113.69,1.000,
W69,DR2,6045477325985474944,162257.67,-262931.4,18.25,18.80,17.34,3620,6.50,0.000,
W70,DR2,6045482239428143616,162257.90,-262518.4,18.98,19.40,18.05,3629,20.45,0.000,
W71,DR2,6045477325985477632,162257.90,-262923.2,16.98,17.54,16.19,3617,2.23,1.000,
W72,DR2,6045477325977885184,162257.98,-262944.8,18.96,19.43,17.94,3624,12.49,0.000,
W73,DR2,6045477321680973824,162257.98,-262951.2,19.12,19.62,18.11,3615,14.88,1.000,
W74,DR2,6045477635223138432,162257.99,-262846.8,12.30,13.12,11.40,3671,0.21,1.000,
W75,DR2,6045477733991055104,162257.99,-262711.6,18.97,19.38,18.05,3601,12.18,0.001,
W76,DR2,6045477635223284352,162258.03,-262850.7,18.66,18.56,17.25,1210,233.54,1.000,
W77,DR2,6045479211459857280,162258.25,-262636.5,17.66,18.21,16.88,3625,3.87,1.000,
W78,DR2,6045477321673949696,162258.27,-263006.4,19.05,19.56,18.06,3631,16.18,1.000,
W79,DR2,6045477321673966464,162258.27,-262953.4,18.63,19.15,17.62,3620,9.22,1.000,
W80,DR2,6045477733991090688,162258.29,-262647.6,18.36,18.91,17.51,3628,7.90,1.000,
W81,DR2,6045477635223141760,162258.29,-262838.6,17.87,18.16,16.82,3603,48.38,1.000,
W82,DR2,6045477738302391168,162258.32,-262657.5,17.60,18.27,16.73,3618,4.16,0.000,
W83,DR2,6045477635223144192,162258.40,-262832.0,18.01,18.54,17.16,3613,6.76,1.000,
W84,DR2,6045477738302388992,162258.41,-262702.5,17.79,18.32,17.00,3616,4.83,1.000,
W85,DR2,6045477733991037568,162258.47,-262726.6,18.16,18.69,17.30,3625,5.76,1.000,
W86,DR2,6045482166397392512,162258.49,-262611.8,19.01,19.51,18.09,3615,12.02,0.000,
W87,DR2,6045477630912972160,162258.51,-262844.5,18.24,18.71,17.31,1312,126.46,1.000,
W88,DR2,6045477635223146624,162258.52,-262825.6,16.28,16.84,15.51,3634,1.26,1.000,
W89,DR2,6045477252964726912,162258.53,-263017.4,18.47,19.04,17.58,3620,9.64,1.000,
W90,DR2,6045477257265973632,162258.57,-263022.2,18.52,18.98,17.49,3614,10.40,1.000,
W91,DR2,6045477738302382976,162258.61,-262719.8,17.95,18.66,17.04,3617,4.97,0.000,
W92,DR2,6045477429064700800,162258.62,-262859.7,19.09,19.54,18.06,3600,32.66,0.000,
W93,DR2,6045477429064696576,162258.65,-262908.8,18.58,19.09,17.66,3621,10.71,1.000,
W94,DR2,6045477738294903552,162258.67,-262652.1,18.47,18.76,17.33,3632,12.85,1.000,
W95,DR2,6045482170708655872,162258.68,-262557.9,19.16,19.71,18.18,3629,13.61,1.000,
W96,DR2,6045477257265973376,162258.71,-263021.2,17.35,18.07,16.38,3631,3.61,0.000,
W97,DR2,6045477325985475456,162258.74,-262920.8,17.82,18.38,16.99,3603,4.32,1.000,
W98,DR2,6045477325985458048,162258.75,-263002.6,17.69,18.27,16.86,3634,4.31,1.000,
W99,DR2,6045477630911699328,162258.77,-262835.1,18.78,19.33,17.78,3603,10.14,0.000,
W100,DR2,6045477738302377216,162258.81,-262738.4,19.00,19.46,17.97,3617,12.61,0.000,
W101,DR2,6045482166397449344,162258.83,-262535.3,18.01,18.56,17.19,3608,5.25,1.000,
W102,DR2,6045477325985468032,162258.94,-262935.7,17.62,17.97,16.91,3636,4.57,0.002,
W103,DR2,6045477252955832064,162259.08,-263021.3,18.76,19.28,17.81,3611,15.11,1.000,
W104,DR2,6045477665271530496,162259.16,-262737.9,18.83,19.22,18.00,3609,11.13,0.000,
W105,DR2,6045477669582897152,162259.25,-262744.9,17.99,18.52,17.18,3635,4.97,1.000,
W106,DR2,6045477738302387328,162259.31,-262658.2,15.23,15.83,14.48,3649,0.62,0.031,
W107,DR2,6045477424753243136,162259.32,-262858.3,17.94,18.32,17.03,3625,8.23,0.400,
W108,DR2,6045482166397398528,162259.37,-262606.9,19.12,19.62,18.18,3611,14.02,1.000,
W109,DR2,6045477321673966208,162259.37,-262951.1,18.23,18.79,17.28,3613,6.65,1.000,
W110,DR2,6045482205068492032,162259.43,-262525.6,17.79,18.32,17.00,3619,4.39,1.000,
W111,DR2,6045477424753234560,162259.62,-262906.1,18.60,19.15,17.67,3618,9.62,1.000,
W112,DR2,6045477630911741952,162259.63,-262813.1,14.80,15.33,14.05,3639,0.52,0.063,
W113,DR2,6045477669582890240,162259.68,-262757.3,18.06,18.58,17.23,3632,5.42,1.000,
W114,DR2,6045477321679659008,162259.68,-262929.0,18.53,19.08,17.62,3631,8.37,1.000,
W115,DR2,6045477630911708288,162259.77,-262829.6,18.50,19.21,17.48,3624,8.17,0.000,
W116,DR2,6045479215771147136,162259.82,-262622.7,17.79,18.32,16.99,3628,4.17,1.000,
W117,DR2,6045477669575363712,162259.92,-262758.2,19.10,19.53,18.10,3628,13.08,1.000,
W118,DR2,6045477738302381184,162300.03,-262714.5,18.57,19.11,17.69,3631,8.86,1.000,
W119,DR2,6045477424753242368,162300.05,-262858.1,19.11,19.63,18.12,3629,15.66,1.000,
W120,DR2,6045479215763630080,162300.20,-262702.3,17.62,18.03,16.73,3626,4.43,1.000,
W121,DR2,6045477252954458880,162300.24,-263021.0,18.21,18.68,17.16,3616,7.05,1.000,
W122,DR2,6045477429064697216,162300.24,-262852.9,17.62,18.09,16.72,3607,3.62,1.000,
W123,DR2,6045477424753196032,162300.28,-262936.6,18.57,19.15,17.66,3638,8.71,1.000,
W124,DR2,6045479215771133184,162300.33,-262703.5,16.24,16.91,15.38,3632,1.23,0.000,
W125,DR2,6045477429064684544,162300.34,-262919.4,18.83,19.23,17.92,3630,12.29,0.000,
W126,DR2,6045477669582898176,162300.36,-262732.7,18.92,19.12,18.26,3632,13.17,0.000,
W127,DR2,6045477669582900096,162300.36,-262725.1,17.28,17.80,16.53,3629,2.74,1.000,
W128,DR2,6045477665277042816,162300.43,-262755.0,18.83,19.29,17.85,3624,11.61,1.000,
W129,DR2,6045477635223137792,162300.43,-262825.0,17.79,18.31,16.98,3644,4.44,1.000,
W130,DR2,6045477424753242240,162300.46,-262858.0,18.47,19.05,17.57,3633,8.06,1.000,
W131,DR2,6045477665271477632,162300.50,-262810.3,18.31,18.83,17.45,3625,7.52,1.000,
W132,DR2,6045477429064685184,162300.51,-262915.6,16.67,17.17,15.85,3622,1.59,1.000,
W133,DR2,6045477669575384832,162300.68,-262724.4,19.04,19.50,17.99,3641,12.71,0.000,
W134,DR2,6045477669582889088,162300.71,-262753.0,17.33,17.85,16.57,3610,2.92,1.000,
W135,DR2,6045482205068491264,162300.72,-262555.4,17.33,17.83,16.55,3630,3.01,1.000,
W136,DR2,6045479211459848960,162300.79,-262641.6,18.38,18.88,17.52,3611,7.07,1.000,
W137,DR2,6045482205068397568,162300.83,-262522.2,15.10,15.86,14.22,3663,0.82,0.000,
W138,DR2,6045477463424443264,162300.86,-262829.3,17.22,17.75,16.46,3634,3.14,1.000,
W139,DR2,6045482205061172352,162300.87,-262554.7,18.22,18.88,17.27,3623,6.60,0.000,
W140,DR2,6045477665271505664,162301.01,-262758.5,18.80,19.34,17.88,3606,10.91,1.000,
W141,DR2,6045482205068395520,162301.07,-262528.7,19.16,19.62,18.17,3608,36.25,1.000,
W142,DR2,6045477665271486464,162301.10,-262803.4,19.04,19.43,18.16,3619,14.44,0.000,
W143,DR2,6045477459118612864,162301.30,-262827.2,19.12,19.61,18.01,3604,17.59,0.000,
W144,DR2,6045477257265961472,162301.36,-263020.3,17.94,18.48,17.09,3615,10.83,1.000,
W145,DR2,6045477257265965440,162301.51,-263011.2,17.65,18.20,16.84,3631,4.97,1.000,
W146,DR2,6045477463424440320,162301.52,-262830.3,18.70,19.24,17.77,3616,12.77,1.000,
W147,DR2,6045477669582892672,162301.57,-262734.0,17.21,17.73,16.45,3624,2.46,1.000,
W148,DR2,6045479147044141440,162301.57,-262708.4,18.08,18.59,17.25,3623,5.46,1.000,
W149,DR2,6045482200766720896,162301.59,-262520.8,18.70,19.25,17.82,3604,15.95,1.000,
W150,DR2,6045477429064678400,162301.68,-262922.7,17.81,18.34,16.96,3618,8.36,1.000,
W151,DR2,6045477665272719488,162301.78,-262740.0,19.08,19.54,18.06,3625,20.92,1.000,
W152,DR2,6045477669582881024,162301.78,-262804.2,17.58,18.21,16.68,3628,3.51,0.000,
W153,DR2,6045477257265963904,162301.82,-263012.1,17.66,18.19,16.83,3625,4.87,1.000,
W154,DR2,6045482205068392960,162301.83,-262533.3,17.43,17.94,16.68,3607,4.80,1.000,
W155,DR2,6045477459113031296,162301.92,-262821.2,17.99,18.53,17.16,3619,4.97,1.000,
W156,DR2,6045477669582887168,162301.93,-262747.1,17.79,18.26,16.88,3646,6.78,1.000,
W157,DR2,6045477360337557248,162302.01,-263000.6,17.79,18.30,16.85,3631,4.64,1.000,
W158,DR2,6045477429057117184,162302.07,-262851.7,18.76,19.04,17.70,1332,108.46,1.000,
W159,DR2,6045479215771251584,162302.10,-262628.0,17.30,17.76,16.51,3593,3.41,1.000,
W160,DR2,6045477463424432896,162302.12,-262839.3,15.27,16.15,14.30,3630,1.13,0.001,
W161,DR2,6045479250130887424,162302.13,-262553.0,17.19,17.71,16.44,3602,3.82,1.000,
W162,DR2,6045477257265965312,162302.13,-263005.4,17.74,18.27,16.91,3642,4.22,1.000,
W163,DR2,6045477665277043200,162302.17,-262747.3,18.28,18.75,17.44,3619,20.38,0.000,
W164,DR2,6045479245825008256,162302.19,-262543.6,18.58,18.98,17.76,2792,77.30,0.000,
W165,DR2,6045482205068393600,162302.22,-262528.5,16.58,17.10,15.85,3630,1.82,1.000,
W166,DR2,6045477429064680448,162302.26,-262912.9,17.10,18.16,15.99,3637,5.67,1.000,
W167,DR2,6045479147051648768,162302.28,-262711.3,17.17,17.69,16.42,3569,3.08,1.000,
W168,DR2,6045477424753216000,162302.29,-262920.6,18.71,19.18,17.71,1710,198.71,1.000,
W169,DR2,6045477429064687232,162302.32,-262856.1,18.65,19.00,17.58,3475,47.13,1.000,
W170,DR2,6045477463424427904,162302.35,-262848.3,13.32,13.68,12.76,3641,0.26,1.000,
W171,DR2,6045477360345189760,162302.38,-262944.8,18.56,19.01,17.62,3623,9.41,0.000,
W172,DR2,6045479250130882688,162302.41,-262606.3,17.91,18.45,17.10,3605,5.14,1.000,
W173,DR2,6045477459113040256,162302.44,-262814.3,18.30,18.83,17.43,3568,7.29,1.000,
W174,DR2,6045479215771251200,162302.52,-262629.5,18.16,18.68,17.34,3621,7.97,1.000,
W175,DR2,6045479147051644672,162302.55,-262720.3,18.69,19.20,17.67,3563,10.22,1.000,
W176,DR2,6045477669582887040,162302.58,-262742.5,15.70,16.37,14.88,3592,0.88,1.000,
W177,DR2,6045479142740293120,162302.58,-262728.2,19.07,19.56,18.05,3575,14.93,1.000,
W178,DR2,6045479215771132416,162302.62,-262643.5,15.52,16.19,14.70,3633,0.86,1.000,
W179,DR2,6045477669582885632,162302.64,-262746.2,17.28,17.85,16.46,3611,4.21,0.000,
W180,DR2,6045479250130888704,162302.65,-262543.8,14.98,15.57,14.23,3631,0.57,0.000,
W181,DR2,6045477257265956096,162302.66,-263017.0,19.06,19.50,18.03,3602,20.51,1.000,
W182,DR2,6045477356033739136,162302.66,-262928.6,12.45,13.33,11.52,3662,0.29,1.000,
W183,DR2,6045479142740340096,162302.74,-262701.6,17.80,18.29,17.00,3589,4.48,1.000,
W184,DR2,6045479250130880000,162302.75,-262613.1,17.38,17.94,16.61,3640,2.99,0.000,
W185,DR2,6045479215771250944,162302.80,-262635.5,15.90,16.67,15.01,3654,1.19,0.000,
W186,DR2,6045479250130890240,162302.85,-262535.8,17.87,18.43,17.03,3603,7.29,0.000,
W187,DR2,6045477360345171968,162302.95,-263013.0,18.01,18.53,17.15,3585,6.87,1.000,
W188,DR2,6045477459113009664,162302.98,-262833.3,19.04,19.52,18.00,3573,13.86,1.000,
W189,DR2,6045477463416852224,162302.99,-262845.7,18.45,18.45,17.38,2501,103.62,1.000,
W190,DR2,6045477669575337088,162302.99,-262755.8,18.84,19.28,17.80,3516,60.24,1.000,
W191,DR2,6045479147051634560,162303.02,-262744.5,18.10,18.61,17.19,3607,9.15,1.000,
W192,DR2,6045477463424427136,162303.05,-262843.4,17.40,17.90,16.55,3590,10.67,1.000,
W193,DR2,6045477429064679936,162303.10,-262906.9,16.58,17.14,15.80,3596,1.71,1.000,
W194,DR2,6045477360345201280,162303.19,-262909.9,17.89,18.38,17.02,3606,6.01,1.000,
W195,DR2,6045479245826368000,162303.19,-262614.8,19.18,19.63,18.11,3605,14.79,1.000,
W196,DR2,6045477257265952896,162303.19,-263018.4,17.46,17.99,16.56,3587,4.17,1.000,
W197,DR2,6045477360337539072,162303.22,-263003.3,17.02,17.21,15.62,3586,2.82,0.347,
W198,DR2,6045477463424442880,162303.22,-262803.4,17.88,18.39,17.04,3643,6.61,1.000,
W199,DR2,6045477463424446976,162303.24,-262757.5,15.73,16.46,14.86,3653,0.77,0.000,
W200,DR2,6045479250130881792,162303.25,-262601.7,16.85,17.36,16.12,3635,1.83,1.000,
W201,DR2,6045477356033760128,162303.26,-262913.9,17.80,18.33,16.97,3581,5.13,1.000,
W202,DR2,6045477463424441600,162303.26,-262809.9,18.81,19.27,17.82,3615,11.25,1.000,
W203,DR2,6045477429057092096,162303.30,-262905.2,18.66,19.18,17.65,3642,11.14,0.000,
W204,DR2,6045479147044133760,162303.37,-262701.5,18.96,19.39,18.04,3632,12.94,0.000,
W205,DR2,6045479147051788288,162303.38,-262654.2,18.25,18.68,17.21,3628,6.44,1.000,
W206,DR2,6045477356033681280,162303.39,-263012.1,17.75,18.28,16.91,3597,5.85,1.000,
W207,DR2,6045479250130886144,162303.40,-262546.5,17.16,17.69,16.40,3604,4.56,1.000,
W208,DR2,6045477463424442752,162303.43,-262806.8,17.50,17.98,16.65,3627,3.62,1.000,
W209,DR2,6045479147051636352,162303.44,-262735.9,17.24,17.83,16.44,3646,2.63,0.000,
W210,DR2,6045479250130892800,162303.44,-262521.0,16.71,17.23,15.98,3608,1.70,1.000,
W211,DR2,6045479250123371264,162303.48,-262630.2,19.01,19.40,17.95,3634,13.58,1.000,
W212,DR2,6045477356033703424,162303.49,-262950.9,18.17,18.69,17.29,3594,6.95,1.000,
W213,DR2,6045477394704940416,162303.63,-262903.8,17.58,18.11,16.76,3638,3.80,1.000,
W214,DR2,6045479250130872704,162303.64,-262629.1,17.14,17.84,16.24,3636,2.35,0.000,
W215,DR2,6045477356033681408,162303.84,-263012.9,18.31,18.80,17.44,3634,9.96,1.000,
W216,DR2,6045479348898920960,162303.86,-262520.8,18.52,18.96,17.72,3633,11.55,0.000,
W217,DR2,6045479142740359808,162303.89,-262651.0,18.12,18.64,17.28,3627,6.21,1.000,
W218,DR2,6045478936581829632,162303.91,-262747.1,19.09,19.56,18.09,3617,12.41,1.000,
W219,DR2,6045477463424438016,162303.91,-262812.4,17.46,17.99,16.65,3602,2.97,1.000,
W220,DR2,6045479147044449280,162303.94,-262706.0,18.21,18.66,17.28,3648,9.84,1.000,
W221,DR2,6045477459113058048,162303.97,-262802.7,18.58,18.76,17.41,3612,9.88,1.000,
W222,DR2,6045477360345172096,162303.99,-263004.1,16.30,16.89,15.52,3609,1.42,1.000,
W223,DR2,6045477463416884608,162304.01,-262806.4,18.48,18.99,17.56,3623,8.46,1.000,
W224,DR2,6045479147044450176,162304.03,-262648.0,19.07,19.38,18.17,3632,16.48,0.017,
W225,DR2,6045479147051773440,162304.09,-262707.9,16.02,16.66,15.22,3636,0.91,1.000,
W226,DR2,6045479353210105216,162304.12,-262524.1,18.22,18.73,17.41,3598,6.81,0.000,
W227,DR2,6045477360345187328,162304.13,-262932.8,17.05,17.59,16.27,3626,4.86,1.000,
W228,DR2,6045477463424422784,162304.13,-262844.9,17.38,17.92,16.59,3604,3.88,1.000,
W229,DR2,6045477360345173760,162304.21,-262958.7,17.86,18.38,16.99,3620,5.91,1.000,
W230,DR2,6045479250130875264,162304.25,-262612.7,16.03,16.64,15.25,3635,0.98,1.000,
W231,DR2,6045477360345191296,162304.28,-262923.0,17.38,17.90,16.59,3633,3.42,1.000,
W232,DR2,6045476604430923136,162304.30,-263009.7,17.91,18.45,17.06,3612,7.38,0.000,
W233,DR2,6045479142740359680,162304.33,-262652.3,17.69,18.34,16.79,3623,4.10,0.000,
W234,DR2,6045479147051634944,162304.38,-262730.7,17.96,18.48,17.12,3598,10.94,1.000,
W235,DR2,6045479181411388160,162304.47,-262647.4,17.09,17.84,16.18,3620,2.43,0.000,
W236,DR2,6045479250130876416,162304.50,-262606.9,17.58,18.12,16.78,3636,5.57,0.000,
W237,DR2,6045479181411390208,162304.52,-262639.6,16.98,17.51,16.22,3642,2.26,1.000,
W238,DR2,6045479147051773312,162304.54,-262704.5,17.69,18.20,16.88,3649,5.36,1.000,
W239,DR2,6045477463416862080,162304.61,-262822.5,19.05,19.43,18.05,3633,12.91,1.000,
W240,DR2,6045477360345184896,162304.62,-262933.8,18.37,18.87,17.47,3627,7.32,1.000,
W241,DR2,6045477459113002496,162304.62,-262837.7,18.83,19.27,17.87,3607,13.83,1.000,
W242,DR2,6045478940893194752,162304.62,-262750.1,19.10,19.37,18.23,3626,14.69,0.811,
W243,DR2,6045477390393489408,162304.69,-262909.1,18.51,19.02,17.59,3625,8.32,1.000,
W244,DR2,6045477360345181440,162304.80,-262939.0,17.08,17.61,16.30,3602,2.33,1.000,
W245,DR2,6045477463424434432,162304.83,-262813.3,17.24,17.76,16.46,3637,2.77,1.000,
W246,DR2,6045477356033724288,162304.90,-262949.3,18.87,19.34,17.88,3629,12.98,1.000,
W247,DR2,6045477394704939520,162304.92,-262851.7,17.27,17.80,16.48,3045,145.19,1.000,
W248,DR2,6045479142745794048,162304.93,-262728.6,18.04,18.58,17.18,3519,58.15,0.000,
W249,DR2,6045478940893191168,162304.95,-262756.1,18.46,18.95,17.57,3609,7.52,1.000,
W250,DR2,6045479177100084992,162304.98,-262656.4,18.66,19.20,17.72,3641,10.98,1.000,
W251,DR2,6045477394697338240,162305.00,-262903.9,18.94,19.24,18.09,3601,11.87,0.000,
W252,DR2,6045479177100105856,162305.01,-262641.7,18.89,19.40,17.92,3620,13.04,1.000,
W253,DR2,6045477360345177600,162305.02,-262945.1,17.72,18.24,16.92,3619,4.65,1.000,
W254,DR2,6045478936588741888,162305.04,-262812.8,17.75,18.29,16.90,3635,4.29,0.000,
W255,DR2,6045477394697349376,162305.09,-262852.3,18.66,19.04,17.62,786,89.99,1.000,
W256,DR2,6045476604430924928,162305.12,-262958.7,18.10,18.62,17.24,3613,5.46,0.000,
W257,DR2,6045479177100096128,162305.12,-262648.8,18.57,19.06,17.62,3628,13.03,1.000,
W258,DR2,6045479147051639936,162305.14,-262707.3,16.72,17.25,15.96,3621,1.65,1.000,
W259,DR2,6045477459119994880,162305.15,-262822.3,18.58,19.45,17.33,3641,8.01,0.254,
W260,DR2,6045478940885619712,162305.18,-262810.0,19.09,19.52,18.10,3647,14.60,1.000,
W261,DR2,6045478936581861888,162305.18,-262732.7,14.77,15.36,13.85,3664,0.52,1.000,
W262,DR2,6045477360345181312,162305.33,-262934.4,16.82,17.30,16.04,3606,1.84,1.000,
W263,DR2,6045478940893181952,162305.40,-262810.0,17.82,18.34,16.99,3622,4.43,1.000,
