ID,DR,Gaia,RAhRAmRAs,DEdDEmDEs,Gmag,GBPmag,GRPmag,N,RMS,Mm,n_
W1126,DR2,6045503405027566464,162322.20,-262125.6,16.50,17.05,15.75,3601,2.35,1.000,
W1127,DR2,6045503405027564800,162322.22,-262134.0,18.13,18.63,17.30,3609,9.34,0.000,
W1128,DR2,6045479868606172288,162322.23,-262305.5,17.90,18.45,17.08,3643,4.96,1.000,
W1129,DR2,6045478219330897920,162322.23,-262800.3,17.71,17.82,16.52,3650,5.41,1.000,
W1130,DR2,6045477910100877824,162322.24,-262943.2,17.37,17.66,16.45,3537,41.34,1.000,
W1131,DR2,6045479868606282368,162322.24,-262234.8,17.42,18.04,16.55,2771,101.69,0.001,
W1132,DR2,6045479456281728128,162322.24,-262459.0,18.88,18.96,17.88,3611,28.37,0.000,
W1133,DR2,6045477910093018880,162322.25,-262938.6,17.53,17.98,16.66,3538,53.85,1.000,
W1134,DR2,6045478597295751296,162322.29,-262717.2,17.72,18.15,16.69,3627,4.36,1.000,
W1135,DR2,6045478219338589568,162322.29,-262821.2,17.49,17.87,16.66,3665,4.95,1.000,
W1136,DR2,6045478219338599296,162322.29,-262803.7,15.80,15.76,15.67,3655,1.15,1.000,
W1137,DR2,6045477807013742848,162322.31,-263000.2,17.93,18.24,16.98,3485,75.19,1.000,
W1138,DR2,6045477978820378496,162322.32,-262917.0,17.06,17.54,16.27,3648,3.80,1.000,
W1139,DR2,6045477978812499968,162322.33,-262935.9,18.63,18.98,17.62,2597,78.04,1.000,
W1140,DR2,6045478666015261952,162322.34,-262606.0,17.86,18.35,17.00,3610,20.86,1.000,
W1141,DR2,6045479628087982848,162322.34,-262413.6,18.88,19.33,17.91,3548,31.35,1.000,
W1142,DR2,6045477978820395904,162322.34,-262854.7,17.73,18.16,16.90,3631,5.87,1.000,
W1143,DR2,6045477978820400896,162322.35,-262848.3,17.66,18.11,16.84,3622,6.95,1.000,
W1144,DR2,6045479628087991296,162322.35,-262347.2,17.35,17.95,16.53,3634,2.95,1.000,
W1145,DR2,6045478597295754496,162322.36,-262711.6,17.17,17.67,16.40,3625,3.74,1.000,
W1146,DR2,6045478219330898048,162322.38,-262759.3,17.77,18.11,16.67,3613,7.14,1.000,
W1147,DR2,6045478013180156160,162322.39,-262823.2,15.69,16.15,14.71,3656,0.91,1.000,
W1148,DR2,6045479868606282496,162322.41,-262223.4,15.57,16.24,14.72,838,229.45,1.000,
W1149,DR2,6045479559368492288,162322.43,-262449.8,16.49,17.02,15.75,3611,1.73,1.000,
W1150,DR2,6045478013172418688,162322.44,-262823.8,17.24,,,3662,3.83,,N.D.
W1151,DR2,6045478219338604800,162322.45,-262755.4,17.88,18.34,17.03,3616,10.24,1.000,
W1152,DR2,6045477978812617984,162322.50,-262849.9,18.48,18.85,17.58,3644,11.76,0.000,
W1153,DR2,6045503336308081792,162322.50,-262206.2,16.96,17.50,16.20,3428,94.08,1.000,
W1154,DR2,6045479456289271552,162322.50,-262459.4,16.15,16.71,15.41,3635,1.20,1.000,
W1155,DR2,6045478700375001984,162322.51,-262558.8,16.82,17.33,16.06,3634,2.46,1.000,
W1156,DR2,6045477910100876544,162322.51,-262942.6,13.55,14.30,12.69,3669,0.55,1.000,
W1157,DR2,6045479868606174464,162322.53,-262255.8,17.91,18.42,17.10,3622,7.40,0.000,
W1158,DR2,6045478219338619264,162322.53,-262730.6,17.79,18.29,16.97,3627,4.73,1.000,
W1159,DR2,6045477807013744000,162322.54,-262957.5,19.25,18.95,17.35,2822,99.19,1.000,
W1160,DR2,6045477978820371072,162322.54,-262922.5,18.05,18.53,17.20,3613,8.32,1.000,
W1161,DR2,6045478597288109312,162322.57,-262708.9,18.82,19.23,17.82,2806,107.23,1.000,
W1162,DR2,6045479868599047424,162322.61,-262229.1,18.57,18.33,17.32,1432,360.14,1.000,
W1163,DR2,6045478008868816128,162322.62,-262832.1,19.14,19.54,18.08,3610,24.06,1.000,
W1164,DR2,6045478219338609920,162322.64,-262745.8,16.38,16.89,15.64,3641,1.47,1.000,
W1165,DR2,6045478661704076672,162322.64,-262622.5,12.08,12.94,11.16,3709,0.75,1.000,
W1166,DR2,6045477978820366464,162322.64,-262926.0,17.68,17.98,16.82,3623,6.62,1.000,
W1167,DR2,6045477978812498816,162322.64,-262931.5,19.13,18.83,17.55,3560,30.50,1.000,
W1168,DR2,6045477978820399104,162322.66,-262847.4,18.64,18.96,17.69,3607,21.19,1.000,
W1169,DR2,6045479868606176640,162322.67,-262247.8,16.52,17.24,15.57,3551,5.98,0.000,
W1170,DR2,6045477974510350080,162322.70,-262901.3,18.25,18.70,17.37,3609,15.26,1.000,
W1171,DR2,6045478013180158592,162322.70,-262818.9,16.66,17.17,15.92,3616,3.23,1.000,
W1172,DR2,6045479623776884096,162322.71,-262424.2,18.74,19.16,17.82,3620,12.66,0.000,
W1173,DR2,6045478700367416832,162322.74,-262559.3,18.16,18.60,17.25,3620,8.26,1.000,
W1174,DR2,6045477974510352000,162322.75,-262913.8,16.86,17.24,15.92,3614,12.51,1.000,
W1175,DR2,6045479864295229952,162322.75,-262301.4,18.31,18.86,17.43,3616,8.03,1.000,
W1176,DR2,6045477978820367360,162322.76,-262924.3,16.60,17.09,15.81,3652,2.45,1.000,
W1177,DR2,6045477910100868608,162322.77,-262948.2,17.51,17.88,16.61,3638,17.67,0.000,
W1178,DR2,6045503405027562624,162322.78,-262141.1,17.92,18.47,17.10,3629,12.12,1.000,
W1179,DR2,6045477978820361472,162322.78,-262930.2,16.33,16.67,15.42,3651,1.70,1.000,
W1180,DR2,6045478219338605184,162322.79,-262751.8,17.85,18.36,17.03,3620,6.14,1.000,
W1181,DR2,6045479868598692224,162322.80,-262250.6,18.80,19.34,17.75,2974,162.85,0.000,
W1182,DR2,6045477910100881536,162322.81,-262934.7,17.36,17.77,16.51,3651,13.56,1.000,
W1183,DR2,6045503405027560960,162322.88,-262148.7,18.28,18.66,17.01,3627,67.17,1.000,
W1184,DR2,6045478597295755520,162322.89,-262704.2,15.02,15.61,14.26,3633,0.76,0.998,
W1185,DR2,6045478215027329152,162322.90,-262739.8,17.13,17.24,15.92,3641,3.70,,N.D.
W1186,DR2,6045477910092936832,162322.90,-262956.6,17.19,17.51,16.20,2976,208.33,1.000,
W1187,DR2,6045477978812594944,162322.90,-262855.4,18.31,18.76,17.42,3596,17.15,1.000,
W1188,DR2,6045479868606173824,162322.91,-262253.0,18.05,18.55,17.22,3636,12.86,0.000,
W1189,DR2,6045503336308078208,162322.91,-262216.0,9.46,9.79,9.00,3688,4.89,0.000,
W1190,DR2,6045479559360942080,162322.92,-262453.8,18.32,18.81,17.38,3642,8.34,1.000,
W1191,DR2,6045477910093016832,162322.94,-262933.4,19.02,19.03,17.77,3555,58.26,1.000,
W1192,DR2,6045479451983450240,162322.94,-262529.5,18.87,19.35,17.81,3615,16.99,1.000,
W1193,DR2,6045478013172390784,162322.98,-262827.3,17.90,18.32,17.02,3650,6.76,1.000,
W1194,DR2,6045478013172430208,162322.98,-262813.2,18.57,19.03,17.64,3607,10.98,1.000,
W1195,DR2,6045478696063827584,162322.99,-262602.8,17.99,18.45,17.09,3617,6.95,1.000,
W1196,DR2,6045478013172407168,162323.02,-262822.9,19.08,19.42,18.03,3187,97.66,1.000,
W1197,DR2,6045479456289254656,162323.05,-262533.9,16.67,17.20,15.91,3641,1.77,1.000,
W1198,DR2,6045478219338592896,162323.06,-262806.4,18.02,18.48,17.15,3618,8.97,1.000,
W1199,DR2,6045478597295756416,162323.06,-262700.9,17.10,17.59,16.29,3607,10.05,1.000,
W1200,DR2,6045479555057384064,162323.07,-262450.5,16.86,17.53,15.88,3631,2.30,0.028,
W1201,DR2,6045477910100871552,162323.07,-262944.9,17.27,17.75,16.47,3595,25.80,1.000,
W1202,DR2,6045477978820375936,162323.10,-262913.1,17.11,17.57,16.31,3606,26.81,1.000,
W1203,DR2,6045478696064877184,162323.12,-262617.5,18.81,19.13,17.76,1413,132.20,1.000,
W1204,DR2,6045479451978148736,162323.13,-262503.1,18.81,19.31,17.86,3633,11.87,1.000,
W1205,DR2,6045477978813389824,162323.14,-262905.5,18.94,19.21,17.85,3081,90.42,1.000,
W1206,DR2,6045478013180149504,162323.15,-262826.1,17.33,17.79,16.53,3656,4.29,1.000,
W1207,DR2,6045477910092955392,162323.16,-262952.9,18.92,19.23,17.83,755,357.61,1.000,
W1208,DR2,6045478700374997888,162323.17,-262602.9,18.23,18.62,17.20,3620,8.24,1.000,
W1209,DR2,6045503336301801856,162323.18,-262206.1,16.69,17.09,15.84,2301,202.62,1.000,
W1210,DR2,6045478597295748224,162323.19,-262713.9,18.99,19.38,17.99,3571,19.28,1.000,
W1211,DR2,6045478597295753728,162323.20,-262704.6,16.10,16.67,15.30,3598,2.80,1.000,
W1212,DR2,6045477978812584448,162323.21,-262856.8,18.16,18.58,17.27,3601,15.83,1.000,
W1213,DR2,6045478219330879360,162323.24,-262759.6,17.92,18.41,17.10,3632,6.62,1.000,
W1214,DR2,6045503332001700992,162323.24,-262222.9,17.58,17.94,16.58,1892,126.16,1.000,
W1215,DR2,6045478013172344064,162323.25,-262847.5,18.22,18.59,17.25,3630,16.28,1.000,
W1216,DR2,6045477910093003008,162323.27,-262933.3,18.35,18.67,17.45,3636,20.55,1.000,
W1217,DR2,6045478597295751936,162323.28,-262707.5,17.53,17.90,16.59,3613,10.79,1.000,
W1218,DR2,6045478700375005696,162323.28,-262541.6,18.21,18.70,17.32,3629,7.52,1.000,
W1219,DR2,6045478013180140800,162323.30,-262836.5,18.29,18.75,17.39,3611,8.39,1.000,
W1220,DR2,6045478013180160512,162323.31,-262807.0,16.52,16.72,15.26,3640,1.69,1.000,
W1221,DR2,6045477978820389632,162323.32,-262850.0,15.66,15.81,14.54,3623,1.24,1.000,
W1222,DR2,6045477905789540992,162323.35,-262924.2,18.60,18.90,17.31,3612,21.76,1.000,
W1223,DR2,6045477978812576384,162323.38,-262858.6,18.70,19.02,17.62,2793,104.18,1.000,
W1224,DR2,6045477910093009920,162323.38,-262930.0,18.26,18.67,17.33,3642,17.43,1.000,
W1225,DR2,6045477978820371712,162323.40,-262910.1,13.04,13.69,12.24,3699,0.49,1.000,
W1226,DR2,6045479559368491392,162323.43,-262442.6,18.41,18.93,17.51,3608,9.29,1.000,
W1227,DR2,6045479868606281472,162323.44,-262254.2,16.79,17.54,15.90,3617,3.98,0.000,
W1228,DR2,6045478013172432128,162323.44,-262808.7,16.39,17.07,15.49,3649,1.76,0.001,
W1229,DR2,6045479555057383680,162323.46,-262453.2,18.48,18.94,17.56,3604,9.63,1.000,
W1230,DR2,6045477978812538624,162323.47,-262906.8,17.69,17.81,16.47,1399,224.32,1.000,
W1231,DR2,6045478592991643776,162323.47,-262713.9,18.52,19.01,17.60,3606,11.70,1.000,
W1232,DR2,6045478597295734400,162323.51,-262734.1,17.76,18.27,16.94,3612,5.50,1.000,
W1233,DR2,6045477905795224448,162323.51,-262959.3,16.52,17.00,15.72,2950,103.19,1.000,
W1234,DR2,6045478219338595712,162323.58,-262757.9,17.86,18.33,17.01,3632,7.16,1.000,
W1235,DR2,6045477974510351616,162323.59,-262909.2,16.85,16.62,15.59,2468,163.65,1.000,
W1236,DR2,6045478013180136832,162323.59,-262839.9,17.13,17.62,16.37,3635,2.92,1.000,
W1237,DR2,6045478219330889216,162323.59,-262752.3,18.64,19.26,17.60,3632,11.52,0.000,
W1238,DR2,6045503336301809280,162323.60,-262149.0,16.36,,,3571,5.01,1.000,
W1239,DR2,6045478700375007232,162323.60,-262534.4,17.81,18.33,16.98,3599,6.38,1.000,
W1240,DR2,6045477910100877440,162323.61,-262931.5,16.87,17.37,16.12,3640,3.44,1.000,
W1241,DR2,6045477978812561408,162323.61,-262904.0,18.09,18.10,16.99,1348,210.77,1.000,
W1242,DR2,6045503336301788928,162323.63,-262219.8,18.98,19.18,17.92,3472,78.08,1.000,
W1243,DR2,6045477974510351744,162323.64,-262900.0,15.15,15.75,14.27,3649,2.58,1.000,
W1244,DR2,6045479628087985024,162323.65,-262356.2,17.40,17.92,16.62,3562,3.64,1.000,
W1245,DR2,6045503336308083200,162323.65,-262149.8,15.60,16.09,14.58,3568,2.74,1.000,
W1246,DR2,6045478666007606784,162323.66,-262645.7,18.74,18.77,17.41,3564,17.17,1.000,
W1247,DR2,6045477978812538368,162323.67,-262907.7,17.19,16.99,15.50,1605,179.72,1.000,
W1248,DR2,6045479559368478208,162323.68,-262508.0,17.39,17.91,16.61,3606,4.50,1.000,
W1249,DR2,6045477905795224704,162323.68,-262950.9,18.09,18.53,17.19,1957,121.84,1.000,
W1250,DR2,6045477978812518528,162323.68,-262915.4,16.89,17.34,16.03,3410,135.31,1.000,
W1251,DR2,6045478013180159616,162323.71,-262807.7,18.99,19.46,17.93,3593,33.03,0.000,
W1252,DR2,6045477910092958848,162323.72,-262946.7,17.70,17.86,16.50,3585,12.54,1.000,
W1253,DR2,6045478219330912512,162323.73,-262741.2,17.27,16.89,15.85,3639,3.20,1.000,
W1254,DR2,6045477978812542208,162323.75,-262910.4,18.38,18.43,17.27,776,147.52,1.000,
W1255,DR2,6045479868598692096,162323.75,-262241.0,18.37,18.85,17.52,1188,284.97,0.000,
W1256,DR2,6045478597295759488,162323.77,-262649.3,15.64,16.30,14.80,3628,0.78,1.000,
W1257,DR2,6045479559368484224,162323.78,-262455.2,16.45,16.98,15.71,3590,1.86,1.000,
W1258,DR2,6045478013172316416,162323.78,-262854.2,18.45,18.83,17.43,3252,112.47,1.000,
W1259,DR2,6045478219330877824,162323.80,-262754.9,18.95,19.36,17.96,3642,21.18,1.000,
W1260,DR2,6045478597288040320,162323.82,-262737.5,18.80,19.05,17.83,3625,17.34,0.000,
W1261,DR2,6045477905796883072,162323.85,-262945.6,17.68,17.57,16.48,3575,8.44,1.000,
W1262,DR2,6045477910100865024,162323.86,-262943.8,17.92,18.26,16.51,3578,16.18,1.000,
W1263,DR2,6045478700374994688,162323.87,-262604.9,16.33,16.88,15.57,3564,2.24,1.000,
W1264,DR2,6045478219338601856,162323.88,-262745.1,18.09,18.55,17.18,3628,7.33,1.000,
W1265,DR2,6045477905790867840,162323.88,-262935.6,17.45,17.96,16.64,3633,4.55,1.000,
W1266,DR2,6045479662447850624,162323.88,-262300.6,17.82,18.35,17.01,3641,5.03,1.000,
W1267,DR2,6045479559368481152,162323.89,-262501.4,16.76,17.28,16.02,3601,3.36,1.000,
W1268,DR2,6045477910092926848,162323.89,-262957.6,16.86,17.20,15.80,3057,192.09,1.000,
W1269,DR2,6045478013180143616,162323.92,-262827.0,17.28,17.77,16.51,3626,3.56,1.000,
W1270,DR2,6045477910100880512,162323.93,-262923.8,16.99,17.44,16.14,3603,4.68,1.000,
W1271,DR2,6045503332001701248,162323.96,-262220.5,17.40,17.88,16.61,3532,69.72,1.000,
W1272,DR2,6045478592984510720,162323.98,-262714.4,17.31,17.73,16.38,3609,10.06,,N.D.
W1273,DR2,6045478215032870656,162323.99,-262758.2,18.02,18.50,17.17,3627,8.83,1.000,
W1274,DR2,6045478013172361856,162324.00,-262832.9,19.13,19.24,17.63,3606,15.06,1.000,
W1275,DR2,6045478700374998144,162324.01,-262554.9,16.11,16.69,15.32,3570,1.45,1.000,
W1276,DR2,6045503336302373248,162324.01,-262207.5,17.77,18.12,16.71,3210,121.92,,N.D.
W1277,DR2,6045478013180132608,162324.01,-262841.4,18.68,18.98,17.37,3638,10.60,1.000,
W1278,DR2,6045478013180160896,162324.01,-262802.4,16.11,16.66,15.37,3638,1.28,1.000,
W1279,DR2,6045478666015240064,162324.04,-262637.7,16.17,16.74,15.41,3621,1.59,1.000,
W1280,DR2,6045477910092955136,162324.05,-262945.0,18.40,18.78,17.46,3603,14.94,1.000,
W1281,DR2,6045478013172383104,162324.05,-262820.7,16.71,16.59,15.51,3655,1.97,1.000,
W1282,DR2,6045478597295744640,162324.05,-262710.2,17.90,18.36,16.99,3632,9.60,1.000,
W1283,DR2,6045477910100884864,162324.06,-262918.2,17.67,18.11,16.76,3644,9.70,1.000,
W1284,DR2,6045479658136680576,162324.07,-262335.0,18.24,18.77,17.37,3629,6.93,1.000,
W1285,DR2,6045477978820375808,162324.07,-262904.2,17.66,18.14,16.83,3605,51.10,1.000,
W1286,DR2,6045477910092998784,162324.08,-262927.8,19.00,19.46,17.89,3490,26.75,0.001,
W1287,DR2,6045478700367396480,162324.11,-262605.9,17.01,17.50,16.23,3550,3.53,1.000,
W1288,DR2,6045478700374999680,162324.13,-262551.2,18.01,18.29,17.03,3593,9.82,0.000,
W1289,DR2,6045478013172405504,162324.13,-262813.6,17.38,17.03,16.00,3649,3.58,1.000,
W1290,DR2,6045477910100855680,162324.13,-262956.7,17.52,17.72,16.27,2223,138.40,1.000,
W1291,DR2,6045478013180128896,162324.13,-262844.1,17.82,18.29,16.96,3635,5.53,1.000,
W1292,DR2,6045478597295731712,162324.14,-262731.0,17.63,18.16,16.81,3607,5.22,0.000,
W1293,DR2,6045479623776919936,162324.18,-262402.3,17.75,18.41,16.84,3629,5.96,0.000,
W1294,DR2,6045479658136716416,162324.19,-262304.5,18.67,19.21,17.75,3623,10.90,1.000,
W1295,DR2,6045478013180152448,162324.19,-262812.3,17.32,17.41,15.99,3648,3.20,1.000,
W1296,DR2,6045477910092931456,162324.25,-262952.6,17.68,18.12,16.79,2588,99.75,1.000,
W1297,DR2,6045478013172411264,162324.27,-262810.1,18.22,18.52,17.15,3634,7.60,1.000,
W1298,DR2,6045477910100866048,162324.27,-262940.7,17.44,17.95,16.65,3630,10.46,1.000,
W1299,DR2,6045478013180125952,162324.28,-262847.2,18.13,18.58,17.24,3620,7.72,1.000,
W1300,DR2,6045478013172334848,162324.28,-262841.4,19.04,19.29,17.93,3637,16.59,1.000,
W1301,DR2,6045477910100878720,162324.30,-262923.4,17.26,17.55,16.17,3612,16.26,1.000,
W1302,DR2,6045478597288068480,162324.30,-262718.7,18.71,19.02,17.64,1185,88.35,1.000,
W1303,DR2,6045479662447849856,162324.30,-262315.1,17.34,17.87,16.57,3634,3.08,1.000,
W1304,DR2,6045479559360923136,162324.36,-262458.6,19.12,19.43,18.00,3565,56.23,1.000,
W1305,DR2,6045479555057383552,162324.36,-262502.5,15.59,16.26,14.76,3637,0.83,1.000,
W1306,DR2,6045479559368487680,162324.37,-262440.7,18.85,19.35,17.86,3639,11.64,1.000,
W1307,DR2,6045478597295744896,162324.37,-262708.1,18.09,18.54,17.18,3584,12.02,1.000,
W1308,DR2,6045478700367399808,162324.38,-262600.0,17.88,18.25,16.84,3606,12.87,1.000,
W1309,DR2,6045479662447740032,162324.40,-262254.3,17.82,18.34,17.01,3637,7.06,1.000,
W1310,DR2,6045479658136674944,162324.41,-262338.1,19.06,19.63,18.00,3621,12.97,0.001,
W1311,DR2,6045478700374991872,162324.42,-262605.5,15.97,16.62,15.14,3604,1.74,1.000,
W1312,DR2,6045478008868819200,162324.44,-262833.9,17.93,18.40,16.94,3624,6.36,1.000,
W1313,DR2,6045478700375009536,162324.44,-262522.4,17.59,18.10,16.78,3613,4.32,1.000,
W1314,DR2,6045479555057413120,162324.45,-262418.2,18.85,19.34,17.88,3611,10.99,1.000,
W1315,DR2,6045478013180123648,162324.50,-262845.3,18.12,18.57,17.20,3613,7.37,1.000,
W1316,DR2,6045479559368470912,162324.52,-262516.9,16.97,17.57,16.14,3650,2.49,0.000,
W1317,DR2,6045478013180159872,162324.53,-262759.1,16.38,16.82,15.61,3608,3.94,1.000,
W1318,DR2,6045478700367364096,162324.57,-262623.0,18.97,19.31,17.83,3705,96.49,1.000,
W1319,DR2,6045478013180136704,162324.57,-262831.0,17.41,17.91,16.63,3616,4.25,1.000,
W1320,DR2,6045479662447719168,162324.58,-262358.1,16.42,16.96,15.63,3645,1.38,1.000,
W1321,DR2,6045479662447721984,162324.58,-262350.3,19.08,19.52,18.05,3646,18.70,1.000,
W1322,DR2,6045478013180151552,162324.61,-262809.8,16.72,17.22,15.99,3621,2.70,1.000,
W1323,DR2,6045478597288019584,162324.61,-262739.3,18.53,18.94,17.58,3596,38.99,0.000,
W1324,DR2,6045478013172435456,162324.63,-262755.3,18.76,19.10,17.53,3652,44.60,1.000,
W1325,DR2,6045477910100876288,162324.64,-262922.8,18.47,18.75,17.27,2850,91.03,1.000,
W1326,DR2,6045478696063849088,162324.66,-262543.8,18.79,19.08,17.56,3618,13.07,1.000,
W1327,DR2,6045478597295733760,162324.70,-262720.0,13.58,14.06,12.92,3644,0.40,0.002,
W1328,DR2,6045477910092963968,162324.71,-262935.2,19.09,19.30,17.97,3588,50.58,1.000,
W1329,DR2,6045503336308391808,162324.72,-262208.3,17.91,18.45,17.08,3593,18.29,1.000,
W1330,DR2,6045478008874441344,162324.74,-262848.1,19.08,19.39,18.03,3599,18.46,1.000,
W1331,DR2,6045478597295741952,162324.80,-262707.9,15.28,15.97,14.44,3628,0.87,1.000,
W1332,DR2,6045478597288030848,162324.81,-262731.0,18.41,18.81,17.47,3628,25.94,1.000,
W1333,DR2,6045477910092941952,162324.83,-262941.9,17.77,17.99,16.57,3640,19.30,1.000,
W1334,DR2,6045479555057384192,162324.83,-262500.0,18.70,19.16,17.76,3065,105.45,0.000,
W1335,DR2,6045478696070882304,162324.86,-262622.8,18.37,18.71,17.27,3718,152.22,,N.D.
W1336,DR2,6045479662440198400,162324.86,-262354.2,18.58,19.11,17.64,3631,15.15,1.000,
W1337,DR2,6045478696070884096,162324.89,-262539.8,19.06,19.51,18.03,3591,27.12,1.000,
W1338,DR2,6045478597288100224,162324.91,-262653.2,18.50,18.90,17.56,3607,10.93,1.000,
W1339,DR2,6045478597288038656,162324.91,-262728.1,18.83,19.18,17.83,3509,64.96,0.000,
W1340,DR2,6045478597288013568,162324.91,-262739.7,18.62,18.97,17.64,3524,140.50,1.000,
W1341,DR2,6045478386827221632,162324.92,-262757.6,18.65,19.05,17.67,3606,23.39,1.000,
W1342,DR2,6045478008878664832,162324.92,-262839.4,17.73,,,3619,5.75,1.000,
W1343,DR2,6045477944452783616,162324.92,-262904.5,18.78,19.18,17.83,3699,28.34,1.000,
W1344,DR2,6045479559360930688,162324.94,-262445.9,18.74,19.22,17.78,3614,9.98,1.000,
W1345,DR2,6045477944460632576,162324.95,-262900.2,18.65,19.09,17.66,3601,12.21,1.000,
W1346,DR2,6045478696063788800,162324.95,-262628.8,18.00,18.49,17.12,3714,23.37,1.000,
W1347,DR2,6045477940149305728,162324.96,-262908.0,18.17,18.70,17.21,3721,61.26,1.000,
W1348,DR2,6045503336308069888,162324.96,-262233.7,17.82,18.32,17.02,3618,9.03,1.000,
W1349,DR2,6045477910100872576,162324.98,-262925.3,13.23,13.99,12.37,3700,0.56,1.000,
W1350,DR2,6045478597295734528,162325.01,-262720.0,16.14,16.68,15.35,3630,7.66,1.000,
W1351,DR2,6045478008868877696,162325.02,-262816.3,16.98,17.48,16.23,3591,2.89,1.000,
W1352,DR2,6045478013180127232,162325.02,-262838.5,17.37,17.77,16.39,3620,4.29,1.000,
W1353,DR2,6045478700374985216,162325.03,-262615.9,17.76,18.32,16.85,3630,608.07,0.020,
W1354,DR2,6045477910100855424,162325.04,-262949.5,19.25,19.15,17.66,2776,116.94,1.000,
W1355,DR2,6045478597295726080,162325.04,-262731.9,16.58,17.09,15.84,3666,6.32,1.000,
W1356,DR2,6045477910100852992,162325.07,-262953.4,13.53,14.28,12.68,3678,1.60,1.000,
W1357,DR2,6045478013180130432,162325.07,-262833.8,17.42,17.88,16.59,3612,5.42,1.000,
W1358,DR2,6045478008868877824,162325.08,-262810.8,18.14,18.62,17.27,3612,10.33,1.000,
W1359,DR2,6045477910100866304,162325.10,-262932.6,18.65,18.90,17.40,3186,264.64,1.000,
W1360,DR2,6045479658146142592,162325.11,-262354.8,17.47,17.97,16.60,3628,5.15,1.000,
W1361,DR2,6045478597295751040,162325.11,-262651.1,17.30,17.81,16.52,3644,3.43,1.000,
W1362,DR2,6045479559360942208,162325.14,-262432.9,17.89,18.21,16.90,3622,5.88,1.000,
W1363,DR2,6045478700367409152,162325.15,-262543.6,18.89,19.21,17.84,3641,18.71,1.000,
W1364,DR2,6045478013180137344,162325.16,-262824.3,17.58,18.09,16.79,3600,4.72,1.000,
W1365,DR2,6045478597288059776,162325.18,-262715.3,19.01,19.31,17.94,1984,104.91,1.000,
W1366,DR2,6045478592984532352,162325.20,-262657.0,17.09,17.59,16.29,3611,2.97,1.000,
W1367,DR2,6045479662447849472,162325.20,-262328.9,19.01,19.46,18.04,3616,13.45,1.000,
W1368,DR2,6045477910092912768,162325.22,-262952.2,18.50,18.31,16.76,915,299.59,,N.D.
W1369,DR2,6045477910092943488,162325.22,-262938.4,19.11,19.20,17.89,2924,805.62,1.000,
W1370,DR2,6045477910092986752,162325.24,-262921.4,18.04,18.32,16.90,1566,245.66,1.000,
W1371,DR2,6045478013180145920,162325.25,-262811.9,17.85,18.32,17.03,3621,7.27,1.000,
W1372,DR2,6045477910092920832,162325.25,-262949.4,18.63,18.49,17.04,1346,367.80,1.000,
W1373,DR2,6045478013180120704,162325.25,-262843.9,16.53,17.04,15.79,3623,1.92,1.000,
W1374,DR2,6045478803454220032,162325.26,-262524.8,18.06,18.51,17.20,3655,5.62,1.000,
W1375,DR2,6045477910092920960,162325.27,-262948.3,19.15,18.69,17.12,1919,503.55,1.000,
W1376,DR2,6045478700374981376,162325.28,-262621.4,18.46,18.89,17.53,3248,785.88,1.000,
W1377,DR2,6045478391137286016,162325.28,-262742.5,18.80,18.20,16.81,1657,783.29,1.000,
W1378,DR2,6045477910100862848,162325.28,-262935.4,16.52,16.98,15.74,3625,85.44,1.000,
W1379,DR2,6045478597295721472,162325.30,-262735.4,17.01,17.50,16.25,3607,108.30,1.000,
W1380,DR2,6045477940149305472,162325.30,-262907.1,17.78,18.21,16.94,3722,108.34,1.000,
W1381,DR2,6045478631655496576,162325.31,-262637.1,17.10,17.63,16.33,3634,2.93,1.000,
W1382,DR2,6045478391129564544,162325.32,-262741.9,18.74,18.45,16.89,1639,808.65,1.000,
W1383,DR2,6045478597295739776,162325.33,-262707.7,16.78,17.29,16.03,3593,4.83,1.000,
W1384,DR2,6045503130149636352,162325.34,-262247.4,17.47,18.01,16.69,3649,3.66,1.000,
W1385,DR2,6045479559368479744,162325.34,-262450.6,18.33,18.84,17.45,3630,7.94,1.000,
W1386,DR2,6045477910100864384,162325.35,-262932.4,16.84,17.31,16.05,3569,66.60,1.000,
W1387,DR2,6045478700374997376,162325.35,-262543.8,16.58,17.11,15.83,3650,1.71,1.000,
W1388,DR2,6045478013180131712,162325.36,-262830.1,17.38,17.84,16.58,3611,4.15,1.000,
W1389,DR2,6045478803454221696,162325.42,-262518.1,18.20,18.70,17.33,3637,6.57,1.000,
W1390,DR2,6045477910100855552,162325.43,-262945.4,16.72,17.48,15.80,3721,519.44,0.000,
W1391,DR2,6045478391137282432,162325.44,-262748.4,17.79,17.95,16.52,3066,1098.54,1.000,
W1392,DR2,6045477944460634240,162325.45,-262854.6,18.18,18.57,17.17,3606,8.76,1.000,
W1393,DR2,6045478631655490688,162325.47,-262646.6,18.02,18.51,17.11,3625,5.99,1.000,
W1394,DR2,6045478597295735552,162325.47,-262714.7,17.37,17.86,16.55,3610,12.25,1.000,
W1395,DR2,6045479559368484352,162325.47,-262439.3,16.96,17.45,16.19,3607,2.71,1.000,
W1396,DR2,6045479559368471680,162325.49,-262505.0,18.06,18.58,17.22,3623,6.96,1.000,
W1397,DR2,6045478013180113920,162325.51,-262850.0,17.13,17.63,16.37,3633,3.42,1.000,
W1398,DR2,6045503130143324800,162325.53,-262301.8,18.66,18.58,17.11,3620,9.88,1.000,
